n_deliveries,n_pickups,total_orders,delivery_weight,pickup_weight,delivery_ratio,weight_per_delivery,relative_demand,demand_concentration,total_compartments,utilization_ratio,large_size_share,size_weighted_demand,arrival_hour,overflowed,instance,source_pool
4.0,4.0,8.0,30.0,37.0,0.5,7.5,1.849221346191438,0.0019547794357203364,74.0,0.05405405405405406,0.0,3.0,11.079720901906715,0,2600_0_0.003,low
0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,9.502922077922078,0,2600_0_0.003,low
1.0,10.0,11.0,19.0,121.0,0.09090909090909091,19.0,1.1711735192545774,0.001238026975956213,73.0,0.0136986301369863,0.0,0.0,9.55814935064935,0,2600_0_0.003,low
2.0,3.0,5.0,34.0,10.0,0.4,17.0,2.0957841923502962,0.002215416693816381,68.0,0.029411764705882353,0.0,1.0,9.782510822510822,0,2600_0_0.003,low
2.0,1.0,3.0,18.0,4.0,0.6666666666666666,9.0,1.1095328077148627,0.0011728676614322017,71.0,0.028169014084507043,0.0,0.0,9.880346320346321,0,2600_0_0.003,low
4.0,2.0,6.0,22.0,22.0,0.6666666666666666,5.5,1.3560956538737212,0.0014335049195282465,67.0,0.05970149253731343,0.0,4.0,9.983777056277058,0,2600_0_0.003,low
3.0,2.0,5.0,22.0,13.0,0.6,7.333333333333333,1.3560956538737212,0.0014335049195282465,70.0,0.04285714285714286,0.0,2.0,10.104843508581453,0,2600_0_0.003,low
2.0,2.0,4.0,18.0,11.0,0.5,9.0,1.1095328077148627,0.0011728676614322017,74.0,0.02702702702702703,0.0,2.0,10.234773840842974,0,2600_0_0.003,low
2.0,4.0,6.0,19.0,48.0,0.3333333333333333,9.5,1.1711735192545774,0.001238026975956213,70.0,0.02857142857142857,0.0,1.0,10.327330110939437,0,2600_0_0.003,low
2.0,5.0,7.0,38.0,14.0,0.2857142857142857,19.0,2.3423470385091547,0.002476053951912426,73.0,0.0273972602739726,0.0,1.0,10.482673090575023,0,2600_0_0.003,low
1.0,3.0,4.0,6.0,29.0,0.25,6.0,0.3698442692382876,0.00039095588714406726,68.0,0.014705882352941176,0.0,0.0,10.647737399256693,0,2600_0_0.003,low
1.0,8.0,9.0,8.0,28.0,0.1111111111111111,8.0,0.4931256923177168,0.0005212745161920897,70.0,0.014285714285714285,0.0,0.0,10.740647367102351,0,2600_0_0.003,low
1.0,2.0,3.0,15.0,25.0,0.3333333333333333,15.0,0.924610673095719,0.0009773897178601682,71.0,0.014084507042253521,0.0,1.0,10.911713819406748,0,2600_0_0.003,low
0.0,5.0,5.0,0.0,26.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,11.022169339235257,0,2600_0_0.003,low
2.0,3.0,5.0,10.0,22.0,0.4,5.0,0.616407115397146,0.000651593145240112,70.0,0.02857142857142857,0.0,1.0,11.172416447542302,0,2600_0_0.003,low
4.0,3.0,7.0,28.0,23.0,0.5714285714285714,7.0,1.7259399231120087,0.0018244608066723138,68.0,0.058823529411764705,0.0,2.0,11.33947743597553,0,2600_0_0.003,low
4.0,1.0,5.0,21.0,11.0,0.8,5.25,1.2944549423340066,0.0013683456050042353,64.0,0.0625,0.0,3.0,11.517505827142722,0,2600_0_0.003,low
1.0,2.0,3.0,15.0,27.0,0.3333333333333333,15.0,0.924610673095719,0.0009773897178601682,68.0,0.014705882352941176,0.0,1.0,9.616396103896104,0,2600_0_0.003,low
1.0,2.0,3.0,21.0,14.0,0.3333333333333333,21.0,1.2944549423340066,0.0013683456050042353,71.0,0.014084507042253521,0.0,1.0,9.683852813852813,0,2600_0_0.003,low
1.0,2.0,3.0,6.0,24.0,0.3333333333333333,6.0,0.3698442692382876,0.00039095588714406726,72.0,0.013888888888888888,0.0,1.0,9.758257575757575,0,2600_0_0.003,low
1.0,4.0,5.0,3.0,41.0,0.2,3.0,0.1849221346191438,0.00019547794357203363,67.0,0.014925373134328358,0.0,1.0,9.833311688311689,0,2600_0_0.003,low
0.0,2.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,9.93491341991342,0,2600_0_0.003,low
2.0,6.0,8.0,10.0,60.0,0.25,5.0,0.616407115397146,0.000651593145240112,67.0,0.029850746268656716,0.0,1.0,9.978852813852813,0,2600_0_0.003,low
1.0,2.0,3.0,10.0,8.0,0.3333333333333333,10.0,0.616407115397146,0.000651593145240112,71.0,0.014084507042253521,0.0,1.0,10.146660959619158,0,2600_0_0.003,low
5.0,4.0,9.0,46.0,34.0,0.5555555555555556,9.2,2.8354727308268717,0.0029973284681045157,66.0,0.07575757575757576,0.0,3.0,10.257695257582718,0,2600_0_0.003,low
2.0,3.0,5.0,2.0,14.0,0.4,1.0,0.1232814230794292,0.00013031862904802242,68.0,0.029411764705882353,0.0,2.0,10.428311549115408,0,2600_0_0.003,low
2.0,5.0,7.0,24.0,21.0,0.2857142857142857,12.0,1.4793770769531505,0.001563823548576269,71.0,0.028169014084507043,0.0,1.0,10.58615184922259,0,2600_0_0.003,low
0.0,5.0,5.0,0.0,32.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,10.731505546971787,0,2600_0_0.003,low
3.0,1.0,4.0,14.0,3.0,0.75,4.666666666666667,0.8629699615560044,0.0009122304033361569,67.0,0.04477611940298507,0.0,0.0,10.835905332609515,0,2600_0_0.003,low
2.0,3.0,5.0,9.0,28.0,0.4,4.5,0.5547664038574314,0.0005864338307161009,68.0,0.029411764705882353,0.0,2.0,10.959908548043598,0,2600_0_0.003,low
3.0,0.0,3.0,20.0,0.0,1.0,6.666666666666667,1.232814230794292,0.001303186290480224,74.0,0.04054054054054054,0.0,2.0,11.171228211555691,0,2600_0_0.003,low
2.0,4.0,6.0,8.0,24.0,0.3333333333333333,4.0,0.4931256923177168,0.0005212745161920897,68.0,0.029411764705882353,0.0,1.0,11.350097822491549,0,2600_0_0.003,low
3.0,2.0,5.0,21.0,10.0,0.6,7.0,1.2944549423340066,0.0013683456050042353,69.0,0.043478260869565216,0.0,2.0,11.486633048569361,0,2600_0_0.003,low
1.0,3.0,4.0,19.0,14.0,0.25,19.0,1.1711735192545774,0.001238026975956213,71.0,0.014084507042253521,0.0,1.0,11.584545772018362,0,2600_0_0.003,low
3.0,4.0,7.0,11.0,25.0,0.42857142857142855,3.6666666666666665,0.6780478269368606,0.0007167524597641232,68.0,0.04411764705882353,0.0,3.0,11.71970350072499,0,2600_0_0.003,low
1.0,3.0,4.0,5.0,18.0,0.25,5.0,0.308203557698573,0.000325796572620056,70.0,0.014285714285714285,0.0,0.0,11.945870693154012,0,2600_0_0.003,low
0.0,2.0,2.0,0.0,30.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,9.469058441558442,0,2600_0_0.003,low
2.0,2.0,4.0,32.0,12.0,0.5,16.0,1.9725027692708672,0.0020850980647683587,70.0,0.02857142857142857,0.0,2.0,9.563679653679653,0,2600_0_0.003,low
1.0,8.0,9.0,11.0,80.0,0.1111111111111111,11.0,0.6780478269368606,0.0007167524597641232,72.0,0.013888888888888888,0.0,1.0,9.668971861471862,0,2600_0_0.003,low
4.0,3.0,7.0,39.0,45.0,0.5714285714285714,9.75,2.4039877500488696,0.002541213266436437,70.0,0.05714285714285714,0.0,3.0,9.877694805194805,0,2600_0_0.003,low
2.0,3.0,5.0,5.0,41.0,0.4,2.5,0.308203557698573,0.000325796572620056,69.0,0.028985507246376812,0.0,0.0,10.030829853426317,0,2600_0_0.003,low
1.0,5.0,6.0,10.0,77.0,0.16666666666666666,10.0,0.616407115397146,0.000651593145240112,67.0,0.014925373134328358,0.0,1.0,10.142850217842179,0,2600_0_0.003,low
3.0,1.0,4.0,30.0,5.0,0.75,10.0,1.849221346191438,0.0019547794357203364,71.0,0.04225352112676056,0.0,3.0,10.281247859857185,0,2600_0_0.003,low
0.0,7.0,7.0,0.0,39.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,10.373643358249467,0,2600_0_0.003,low
1.0,4.0,5.0,6.0,37.0,0.2,6.0,0.3698442692382876,0.00039095588714406726,70.0,0.014285714285714285,0.0,1.0,10.500058149246252,0,2600_0_0.003,low
3.0,1.0,4.0,29.0,1.0,0.75,9.666666666666666,1.7875806346517233,0.001889620121196325,71.0,0.04225352112676056,0.0,3.0,10.609570475076906,0,2600_0_0.003,low
1.0,5.0,6.0,10.0,54.0,0.16666666666666666,10.0,0.616407115397146,0.000651593145240112,65.0,0.015384615384615385,0.0,1.0,10.706113883437034,0,2600_0_0.003,low
1.0,5.0,6.0,7.0,45.0,0.16666666666666666,7.0,0.4314849807780022,0.00045611520166807844,74.0,0.013513513513513514,0.0,1.0,10.860653004551718,0,2600_0_0.003,low
0.0,6.0,6.0,0.0,26.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,10.998632640135854,0,2600_0_0.003,low
3.0,4.0,7.0,28.0,10.0,0.42857142857142855,9.333333333333334,1.7259399231120087,0.0018244608066723138,63.0,0.047619047619047616,0.0,1.0,9.4937012987013,0,2600_0_0.003,low
5.0,3.0,8.0,56.0,26.0,0.625,11.2,3.4518798462240174,0.0036489216133446275,65.0,0.07692307692307693,0.0,4.0,9.636038961038961,0,2600_0_0.003,low
3.0,6.0,9.0,22.0,28.0,0.3333333333333333,7.333333333333333,1.3560956538737212,0.0014335049195282465,74.0,0.04054054054054054,0.0,2.0,9.82582251082251,0,2600_0_0.003,low
1.0,4.0,5.0,12.0,21.0,0.2,12.0,0.7396885384765752,0.0007819117742881345,71.0,0.014084507042253521,0.0,1.0,9.989383116883117,0,2600_0_0.003,low
2.0,4.0,6.0,15.0,14.0,0.3333333333333333,7.5,0.924610673095719,0.0009773897178601682,71.0,0.028169014084507043,0.0,2.0,10.11600155203853,0,2600_0_0.003,low
3.0,8.0,11.0,19.0,76.0,0.2727272727272727,6.333333333333333,1.1711735192545774,0.001238026975956213,70.0,0.04285714285714286,0.0,1.0,10.264238422349356,0,2600_0_0.003,low
2.0,5.0,7.0,5.0,39.0,0.2857142857142857,2.5,0.308203557698573,0.000325796572620056,69.0,0.028985507246376812,0.0,1.0,10.485744317311841,0,2600_0_0.003,low
0.0,6.0,6.0,0.0,51.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,10.62559962277808,0,2600_0_0.003,low
3.0,5.0,8.0,31.0,53.0,0.375,10.333333333333334,1.9108620577311526,0.0020199387502443473,64.0,0.046875,0.0,2.0,10.744672505950641,0,2600_0_0.003,low
2.0,1.0,3.0,33.0,3.0,0.6666666666666666,16.5,2.034143480810582,0.0021502573792923697,67.0,0.029850746268656716,0.0,1.0,10.898879365543351,0,2600_0_0.003,low
5.0,3.0,8.0,28.0,44.0,0.625,5.6,1.7259399231120087,0.0018244608066723138,69.0,0.07246376811594203,0.0,4.0,11.000524595982794,0,2600_0_0.003,low
2.0,5.0,7.0,22.0,34.0,0.2857142857142857,11.0,1.3560956538737212,0.0014335049195282465,69.0,0.028985507246376812,0.0,2.0,11.150424701135265,0,2600_0_0.003,low
0.0,3.0,3.0,0.0,21.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,9.479805194805195,0,2600_0_0.003,low
4.0,3.0,7.0,29.0,23.0,0.5714285714285714,7.25,1.7875806346517233,0.001889620121196325,66.0,0.06060606060606061,0.0,1.0,9.552943722943722,0,2600_0_0.003,low
1.0,5.0,6.0,19.0,58.0,0.16666666666666666,19.0,1.1711735192545774,0.001238026975956213,71.0,0.014084507042253521,0.0,1.0,9.70875541125541,0,2600_0_0.003,low
1.0,8.0,9.0,10.0,41.0,0.1111111111111111,10.0,0.616407115397146,0.000651593145240112,67.0,0.014925373134328358,0.0,1.0,9.834393939393937,0,2600_0_0.003,low
1.0,2.0,3.0,15.0,7.0,0.3333333333333333,15.0,0.924610673095719,0.0009773897178601682,70.0,0.014285714285714285,0.0,1.0,9.997499999999999,0,2600_0_0.003,low
3.0,2.0,5.0,31.0,9.0,0.6,10.333333333333334,1.9108620577311526,0.0020199387502443473,72.0,0.041666666666666664,0.0,3.0,10.082489281886385,0,2600_0_0.003,low
2.0,4.0,6.0,15.0,33.0,0.3333333333333333,7.5,0.924610673095719,0.0009773897178601682,71.0,0.028169014084507043,0.0,2.0,10.199300643086815,0,2600_0_0.003,low
0.0,3.0,3.0,0.0,26.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,10.318630760986064,0,2600_0_0.003,low
4.0,2.0,6.0,39.0,26.0,0.6666666666666666,9.75,2.4039877500488696,0.002541213266436437,71.0,0.056338028169014086,0.0,4.0,9.49987012987013,0,2600_0_0.003,low
0.0,4.0,4.0,0.0,23.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,9.620768398268398,0,2600_0_0.003,low
1.0,5.0,6.0,2.0,42.0,0.16666666666666666,2.0,0.1232814230794292,0.00013031862904802242,68.0,0.014705882352941176,0.0,1.0,9.731320346320345,0,2600_0_0.003,low
3.0,7.0,10.0,20.0,45.0,0.3,6.666666666666667,1.232814230794292,0.001303186290480224,65.0,0.046153846153846156,0.0,1.0,9.89384199134199,0,2600_0_0.003,low
3.0,6.0,9.0,47.0,61.0,0.3333333333333333,15.666666666666666,2.897113442366586,0.0030624877826285267,66.0,0.045454545454545456,0.0,3.0,10.084436846647456,0,2600_0_0.003,low
3.0,4.0,7.0,25.0,48.0,0.42857142857142855,8.333333333333334,1.541017788492865,0.0016289828631002802,68.0,0.04411764705882353,0.0,3.0,10.25897596776214,0,2600_0_0.003,low
1.0,5.0,6.0,2.0,23.0,0.16666666666666666,2.0,0.1232814230794292,0.00013031862904802242,68.0,0.014705882352941176,0.0,1.0,10.419474360045099,0,2600_0_0.003,low
7.0,7.0,14.0,84.0,62.0,0.5,12.0,5.177819769336026,0.005473382420016941,66.0,0.10606060606060606,0.0,5.0,10.528418625854316,0,2600_0_0.003,low
2.0,2.0,4.0,18.0,7.0,0.5,9.0,1.1095328077148627,0.0011728676614322017,70.0,0.02857142857142857,0.0,2.0,10.778156032070822,0,2600_0_0.003,low
1.0,6.0,7.0,3.0,61.0,0.14285714285714285,3.0,0.1849221346191438,0.00019547794357203363,68.0,0.014705882352941176,0.0,1.0,10.893220340752492,0,2600_0_0.003,low
2.0,7.0,9.0,26.0,75.0,0.2222222222222222,13.0,1.6026585000325797,0.0016941421776242914,72.0,0.027777777777777776,0.0,2.0,9.784512987012988,0,2600_0_0.003,low
2.0,5.0,7.0,39.0,54.0,0.2857142857142857,19.5,2.4039877500488696,0.002541213266436437,69.0,0.028985507246376812,0.0,2.0,9.989047619047621,0,2600_0_0.003,low
2.0,3.0,5.0,12.0,13.0,0.4,6.0,0.7396885384765752,0.0007819117742881345,69.0,0.028985507246376812,0.0,2.0,10.12462639718267,0,2600_0_0.003,low
1.0,4.0,5.0,24.0,55.0,0.2,24.0,1.4793770769531505,0.001563823548576269,67.0,0.014925373134328358,0.0,0.0,10.22513550757924,0,2600_0_0.003,low
2.0,4.0,6.0,13.0,37.0,0.3333333333333333,6.5,0.8013292500162899,0.0008470710888121457,67.0,0.029850746268656716,0.0,1.0,10.321014392895425,0,2600_0_0.003,low
2.0,5.0,7.0,15.0,25.0,0.2857142857142857,7.5,0.924610673095719,0.0009773897178601682,71.0,0.028169014084507043,0.0,2.0,10.437772163527795,0,2600_0_0.003,low
3.0,3.0,6.0,36.0,9.0,0.5,12.0,2.2190656154297255,0.0023457353228644034,66.0,0.045454545454545456,0.0,3.0,10.575569591180528,0,2600_0_0.003,low
1.0,4.0,5.0,19.0,23.0,0.2,19.0,1.1711735192545774,0.001238026975956213,74.0,0.013513513513513514,0.0,1.0,10.690140866636048,0,2600_0_0.003,low
1.0,6.0,7.0,18.0,50.0,0.14285714285714285,18.0,1.1095328077148627,0.0011728676614322017,66.0,0.015151515151515152,0.0,1.0,10.801293063849338,0,2600_0_0.003,low
1.0,8.0,9.0,12.0,51.0,0.1111111111111111,12.0,0.7396885384765752,0.0007819117742881345,69.0,0.014492753623188406,0.0,0.0,10.981244832338085,0,2600_0_0.003,low
2.0,4.0,6.0,9.0,21.0,0.3333333333333333,4.5,0.5547664038574314,0.0005864338307161009,73.0,0.0273972602739726,0.0,1.0,11.180366809204541,0,2600_0_0.003,low
1.0,3.0,4.0,12.0,23.0,0.25,12.0,0.7396885384765752,0.0007819117742881345,74.0,0.013513513513513514,0.0,0.0,9.746233766233765,0,2600_0_0.003,low
4.0,2.0,6.0,38.0,27.0,0.6666666666666666,9.5,2.3423470385091547,0.002476053951912426,71.0,0.056338028169014086,0.0,4.0,9.845357142857141,0,2600_0_0.003,low
1.0,1.0,2.0,4.0,4.0,0.5,4.0,0.2465628461588584,0.00026063725809604484,68.0,0.014705882352941176,0.0,0.0,10.04310606060606,0,2600_0_0.003,low
2.0,4.0,6.0,38.0,58.0,0.3333333333333333,19.0,2.3423470385091547,0.002476053951912426,71.0,0.028169014084507043,0.0,1.0,10.116605524700379,0,2600_0_0.003,low
3.0,3.0,6.0,27.0,12.0,0.5,9.0,1.664299211572294,0.0017593014921483026,69.0,0.043478260869565216,0.0,3.0,10.26561409919127,0,2600_0_0.003,low
0.0,2.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,10.389574442170906,0,2600_0_0.003,low
2.0,6.0,8.0,6.0,40.0,0.25,3.0,0.3698442692382876,0.00039095588714406726,69.0,0.028985507246376812,0.0,2.0,10.46690027282471,0,2600_0_0.003,low
1.0,4.0,5.0,9.0,26.0,0.2,9.0,0.5547664038574314,0.0005864338307161009,69.0,0.014492753623188406,0.0,1.0,10.625447968430283,0,2600_0_0.003,low
3.0,7.0,10.0,19.0,68.0,0.3,6.333333333333333,1.1711735192545774,0.001238026975956213,71.0,0.04225352112676056,0.0,3.0,10.752484410016564,0,2600_0_0.003,low
0.0,1.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,10.930764152781837,0,2600_0_0.003,low
2.0,3.0,5.0,15.0,8.0,0.4,7.5,0.924610673095719,0.0009773897178601682,71.0,0.028169014084507043,0.0,0.0,10.958079265322029,0,2600_0_0.003,low
0.0,4.0,4.0,0.0,46.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,11.078799559748948,0,2600_0_0.003,low
1.0,2.0,3.0,11.0,5.0,0.3333333333333333,11.0,0.6780478269368606,0.0007167524597641232,68.0,0.014705882352941176,0.0,0.0,11.167805868897211,0,2600_0_0.003,low
1.0,2.0,3.0,25.0,16.0,0.3333333333333333,25.0,1.541017788492865,0.0016289828631002802,72.0,0.013888888888888888,0.0,1.0,11.24020860286146,0,2600_0_0.003,low
1.0,2.0,3.0,3.0,4.0,0.3333333333333333,3.0,0.1849221346191438,0.00019547794357203363,68.0,0.014705882352941176,0.0,1.0,11.30371543777208,0,2600_0_0.003,low
4.0,3.0,7.0,57.0,14.0,0.5714285714285714,14.25,3.5135205577637323,0.003714080927868639,69.0,0.057971014492753624,0.0,2.0,11.395644985616455,0,2600_0_0.003,low
2.0,5.0,7.0,15.0,40.0,0.2857142857142857,7.5,0.924610673095719,0.0009773897178601682,68.0,0.029411764705882353,0.0,1.0,11.537711231673237,0,2600_0_0.003,low
2.0,3.0,5.0,26.0,37.0,0.4,13.0,1.6026585000325797,0.0016941421776242914,69.0,0.028985507246376812,0.0,1.0,9.008474025974026,0,2600_0_0.003,low
1.0,1.0,2.0,2.0,21.0,0.5,2.0,0.1232814230794292,0.00013031862904802242,73.0,0.0136986301369863,0.0,0.0,9.178419913419914,0,2600_0_0.003,low
3.0,2.0,5.0,37.0,9.0,0.6,12.333333333333334,2.2807063269694403,0.002410894637388415,74.0,0.04054054054054054,0.0,2.0,9.220995670995672,0,2600_0_0.003,low
2.0,1.0,3.0,9.0,14.0,0.6666666666666666,4.5,0.5547664038574314,0.0005864338307161009,72.0,0.027777777777777776,0.0,2.0,9.350811688311689,0,2600_0_0.003,low
0.0,6.0,6.0,0.0,52.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,9.410313852813854,0,2600_0_0.003,low
2.0,3.0,5.0,19.0,31.0,0.4,9.5,1.1711735192545774,0.001238026975956213,68.0,0.029411764705882353,0.0,1.0,9.559199134199135,0,2600_0_0.003,low
2.0,3.0,5.0,31.0,30.0,0.4,15.5,1.9108620577311526,0.0020199387502443473,73.0,0.0273972602739726,0.0,1.0,9.71852813852814,0,2600_0_0.003,low
1.0,3.0,4.0,6.0,22.0,0.25,6.0,0.3698442692382876,0.00039095588714406726,71.0,0.014084507042253521,0.0,1.0,9.815909090909091,0,2600_0_0.003,low
3.0,4.0,7.0,11.0,33.0,0.42857142857142855,3.6666666666666665,0.6780478269368606,0.0007167524597641232,70.0,0.04285714285714286,0.0,3.0,9.892305194805195,0,2600_0_0.003,low
2.0,1.0,3.0,10.0,5.0,0.6666666666666666,5.0,0.616407115397146,0.000651593145240112,73.0,0.0273972602739726,0.0,1.0,10.05225696329394,0,2600_0_0.003,low
1.0,5.0,6.0,3.0,48.0,0.16666666666666666,3.0,0.1849221346191438,0.00019547794357203363,72.0,0.013888888888888888,0.0,1.0,10.15361280466586,0,2600_0_0.003,low
3.0,2.0,5.0,14.0,7.0,0.6,4.666666666666667,0.8629699615560044,0.0009122304033361569,65.0,0.046153846153846156,0.0,1.0,9.403084415584415,0,2600_0_0.003,low
2.0,2.0,4.0,18.0,34.0,0.5,9.0,1.1095328077148627,0.0011728676614322017,66.0,0.030303030303030304,0.0,2.0,9.520497835497835,0,2600_0_0.003,low
0.0,3.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,9.640660173160173,0,2600_0_0.003,low
1.0,4.0,5.0,6.0,21.0,0.2,6.0,0.3698442692382876,0.00039095588714406726,69.0,0.014492753623188406,0.0,0.0,9.720454545454544,0,2600_0_0.003,low
2.0,4.0,6.0,22.0,16.0,0.3333333333333333,11.0,1.3560956538737212,0.0014335049195282465,68.0,0.029411764705882353,0.0,2.0,9.824880952380951,0,2600_0_0.003,low
1.0,1.0,2.0,2.0,14.0,0.5,2.0,0.1232814230794292,0.00013031862904802242,70.0,0.014285714285714285,0.0,0.0,9.944935064935065,0,2600_0_0.003,low
1.0,5.0,6.0,9.0,55.0,0.16666666666666666,9.0,0.5547664038574314,0.0005864338307161009,69.0,0.014492753623188406,0.0,1.0,9.9878354978355,0,2600_0_0.003,low
1.0,4.0,5.0,12.0,30.0,0.2,12.0,0.7396885384765752,0.0007819117742881345,71.0,0.014084507042253521,0.0,1.0,10.14198876686015,0,2600_0_0.003,low
1.0,2.0,3.0,6.0,14.0,0.3333333333333333,6.0,0.3698442692382876,0.00039095588714406726,73.0,0.0136986301369863,0.0,0.0,10.259796912626497,0,2600_0_0.003,low
0.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,10.342728316699379,0,2600_0_0.003,low
2.0,4.0,6.0,32.0,40.0,0.3333333333333333,16.0,1.9725027692708672,0.0020850980647683587,69.0,0.028985507246376812,0.0,2.0,10.395970546067009,0,2600_0_0.003,low
5.0,3.0,8.0,40.0,62.0,0.625,8.0,2.465628461588584,0.002606372580960448,71.0,0.07042253521126761,0.0,3.0,10.515429281329604,0,2600_0_0.003,low
1.0,4.0,5.0,7.0,53.0,0.2,7.0,0.4314849807780022,0.00045611520166807844,65.0,0.015384615384615385,0.0,0.0,10.683751896549325,0,2600_0_0.003,low
2.0,1.0,3.0,3.0,5.0,0.6666666666666666,1.5,0.1849221346191438,0.00019547794357203363,69.0,0.028985507246376812,0.0,0.0,10.818601842958756,0,2600_0_0.003,low
0.0,2.0,2.0,0.0,32.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,10.879250288832282,0,2600_0_0.003,low
2.0,7.0,9.0,6.0,83.0,0.2222222222222222,3.0,0.3698442692382876,0.00039095588714406726,68.0,0.029411764705882353,0.0,1.0,10.930370331704736,0,2600_0_0.003,low
0.0,7.0,7.0,0.0,37.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,11.09870366503807,0,2600_0_0.003,low
2.0,4.0,6.0,21.0,34.0,0.3333333333333333,10.5,1.2944549423340066,0.0013683456050042353,70.0,0.02857142857142857,0.0,2.0,9.328733766233768,0,2600_0_0.003,low
4.0,4.0,8.0,23.0,26.0,0.5,5.75,1.4177363654134358,0.0014986642340522579,72.0,0.05555555555555555,0.0,1.0,9.438041125541126,0,2600_0_0.003,low
3.0,3.0,6.0,20.0,20.0,0.5,6.666666666666667,1.232814230794292,0.001303186290480224,70.0,0.04285714285714286,0.0,3.0,9.615779220779222,0,2600_0_0.003,low
2.0,1.0,3.0,7.0,2.0,0.6666666666666666,3.5,0.4314849807780022,0.00045611520166807844,69.0,0.028985507246376812,0.0,1.0,9.751320346320348,0,2600_0_0.003,low
2.0,4.0,6.0,14.0,40.0,0.3333333333333333,7.0,0.8629699615560044,0.0009122304033361569,68.0,0.029411764705882353,0.0,1.0,9.809848484848487,0,2600_0_0.003,low
0.0,9.0,9.0,0.0,56.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,9.957045454545456,0,2600_0_0.003,low
2.0,1.0,3.0,21.0,3.0,0.6666666666666666,10.5,1.2944549423340066,0.0013683456050042353,69.0,0.028985507246376812,0.0,1.0,10.170909334502584,0,2600_0_0.003,low
1.0,5.0,6.0,6.0,62.0,0.16666666666666666,6.0,0.3698442692382876,0.00039095588714406726,66.0,0.015151515151515152,0.0,1.0,10.270014372015982,0,2600_0_0.003,low
3.0,7.0,10.0,8.0,63.0,0.3,2.6666666666666665,0.4931256923177168,0.0005212745161920897,66.0,0.045454545454545456,0.0,3.0,10.40169175679626,0,2600_0_0.003,low
2.0,5.0,7.0,12.0,75.0,0.2857142857142857,6.0,0.7396885384765752,0.0007819117742881345,67.0,0.029850746268656716,0.0,2.0,10.587302689272144,0,2600_0_0.003,low
1.0,3.0,4.0,16.0,31.0,0.25,16.0,0.9862513846354336,0.0010425490323841794,73.0,0.0136986301369863,0.0,1.0,10.719376644256068,0,2600_0_0.003,low
2.0,2.0,4.0,31.0,22.0,0.5,15.5,1.9108620577311526,0.0020199387502443473,72.0,0.027777777777777776,0.0,1.0,10.802801081555103,0,2600_0_0.003,low
3.0,3.0,6.0,41.0,11.0,0.5,13.666666666666666,2.527269173128299,0.0026715318954844596,64.0,0.046875,0.0,2.0,10.884617801812338,0,2600_0_0.003,low
4.0,3.0,7.0,9.0,26.0,0.5714285714285714,2.25,0.5547664038574314,0.0005864338307161009,64.0,0.0625,0.0,4.0,11.018031520997763,0,2600_0_0.003,low
2.0,2.0,4.0,30.0,10.0,0.5,15.0,1.849221346191438,0.0019547794357203364,71.0,0.028169014084507043,0.0,1.0,9.114025974025974,0,2600_0_0.003,low
2.0,1.0,3.0,17.0,6.0,0.6666666666666666,8.5,1.0478920961751481,0.0011077083469081905,73.0,0.0273972602739726,0.0,2.0,9.21775974025974,0,2600_0_0.003,low
1.0,1.0,2.0,10.0,2.0,0.5,10.0,0.616407115397146,0.000651593145240112,71.0,0.014084507042253521,0.0,1.0,9.284599567099567,0,2600_0_0.003,low
3.0,4.0,7.0,26.0,30.0,0.42857142857142855,8.666666666666666,1.6026585000325797,0.0016941421776242914,69.0,0.043478260869565216,0.0,2.0,9.347564935064936,0,2600_0_0.003,low
5.0,5.0,10.0,55.0,72.0,0.5,11.0,3.390239134684303,0.0035837622988206166,72.0,0.06944444444444445,0.0,4.0,9.476168831168833,0,2600_0_0.003,low
1.0,1.0,2.0,2.0,3.0,0.5,2.0,0.1232814230794292,0.00013031862904802242,71.0,0.014084507042253521,0.0,1.0,9.66633116883117,0,2600_0_0.003,low
